identifier,name,in_language,url,abstract,word_count,sections_count,citations_count,has_infobox,infobox_fields_count,categories,outgoing_links,referenceneed_flag,citation_density,structural_health,quality_tier
100316,Critique of General Relativity,en,https://en.wikipedia.org/wiki/Critique_of_General_Relativity,"An encyclopedic inquiry into geometric theory of gravitation published by albert einstein. Comprehensive survey covering definitions, historical development, and research implications.",1213,4,10,True,4,"['Science & Technology', 'Articles on Science']","['Great Barrier Reef', 'Game Theory', 'Surrealism']",True,8.24,73.27,C Class
100317,Global Impact of Behavioral Economics (Vol. 8),en,https://en.wikipedia.org/wiki/Global_Impact_of_Behavioral_Economics_(Vol._8),"An encyclopedic inquiry into effects of psychological and social factors on economic decisions. Comprehensive survey covering definitions, historical development, and research implications.",1111,8,11,False,0,"['Social Sciences & Philosophy', 'Articles on Social Sciences']","['Magna Carta', 'Lake Baikal', 'Nile River Basin', 'Dark Matter', 'Surrealism', 'Homeric Epics', 'Sahara Desert', 'Meiji Restoration']",False,9.9,62.89,C Class
100318,Regional Study on Meiji Restoration (Vol. 9),en,https://en.wikipedia.org/wiki/Regional_Study_on_Meiji_Restoration_(Vol._9),"An encyclopedic inquiry into political event that restored practical imperial rule to japan. Comprehensive survey covering definitions, historical development, and research implications.",657,2,2,False,0,"['History & Civilizations', 'Articles on History']","['Ring of Fire', 'Film Noir', 'Homeric Epics', 'Harappan Civilization', 'Existentialism', 'Amazon Rainforest', 'Superconductivity']",True,3.04,38.44,Start Class
100319,Future Trends in Existentialism,en,https://en.wikipedia.org/wiki/Future_Trends_in_Existentialism,"An encyclopedic inquiry into philosophical inquiry that explores the problem of human existence. Comprehensive survey covering definitions, historical development, and research implications.",1336,6,15,False,0,"['Social Sciences & Philosophy', 'Articles on Social Sciences']","['Nile River Basin', 'Mount Everest', 'Harappan Civilization', 'Bauhaus Movement', 'Photosynthesis']",False,11.23,66.41,C Class
100320,Foundations of Sociology of Knowledge (Vol. 1),en,https://en.wikipedia.org/wiki/Foundations_of_Sociology_of_Knowledge_(Vol._1),"An encyclopedic inquiry into study of relationship between human thought and social context. Comprehensive survey covering definitions, historical development, and research implications.",521,3,2,True,3,"['Social Sciences & Philosophy', 'Articles on Social Sciences', 'Open Source Tech Envoy Corpus']","['Photosynthesis', 'Industrial Revolution', 'Baroque Architecture', 'Plate Tectonics', 'Constitutional Law', 'Superconductivity']",True,3.84,57.5,Start Class
100321,Contemporary Film Noir,en,https://en.wikipedia.org/wiki/Contemporary_Film_Noir,"An encyclopedic inquiry into cinematic term used primarily to describe stylish hollywood crime dramas. Comprehensive survey covering definitions, historical development, and research implications.",2068,7,30,True,15,"['Literature & Arts', 'Articles on Literature', 'Open Source Tech Envoy Corpus']","['CRISPR Gene Editing', 'Impressionism', 'Classical Music', 'Renaissance Art', 'Superconductivity', 'Epistemology']",False,14.51,98.04,B Class
100322,Regional Study on Artificial Intelligence (Vol. 3),en,https://en.wikipedia.org/wiki/Regional_Study_on_Artificial_Intelligence_(Vol._3),"An encyclopedic inquiry into study of intelligent agents and machine cognition. Comprehensive survey covering definitions, historical development, and research implications.",408,2,2,False,0,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Mariana Trench', 'Existentialism', 'Renaissance Art', 'Ring of Fire', 'Lake Baikal', 'Epistemology', 'Higgs Boson']",True,4.9,42.06,Start Class
100323,Global Impact of Postmodern Literature,en,https://en.wikipedia.org/wiki/Global_Impact_of_Postmodern_Literature,"An encyclopedic inquiry into form of literature characterized by reliance on meta-fiction. Comprehensive survey covering definitions, historical development, and research implications.",147,2,1,True,2,"['Literature & Arts', 'Articles on Literature']","['Space Race', 'Mesopotamia', 'Postmodern Literature', 'Bauhaus Movement', 'Universal Declaration of Human Rights', 'Byzantine Empire', 'Silk Road']",True,6.8,48.1,Stub Class
100324,Global Impact of Mesopotamia,en,https://en.wikipedia.org/wiki/Global_Impact_of_Mesopotamia,"An encyclopedic inquiry into historical region of western asia situated within the tigris–euphrates. Comprehensive survey covering definitions, historical development, and research implications.",422,4,2,True,4,"['History & Civilizations', 'Articles on History', 'Open Source Tech Envoy Corpus']","['Lake Baikal', 'Magna Carta', 'Bauhaus Movement', 'Nile River Basin', 'Renaissance Humanism', 'Film Noir', 'Game Theory', 'Constitutional Law']",True,4.74,60.99,Start Class
100325,Introduction to Classical Music (Vol. 6),en,https://en.wikipedia.org/wiki/Introduction_to_Classical_Music_(Vol._6),"An encyclopedic inquiry into art music produced in the traditions of western culture. Comprehensive survey covering definitions, historical development, and research implications.",2151,9,15,False,0,"['Literature & Arts', 'Articles on Literature', 'Open Source Tech Envoy Corpus']","['Higgs Boson', 'Lake Baikal', 'Galapagos Islands', 'Bauhaus Movement', 'Impressionism', 'Renaissance Humanism', 'Film Noir', 'Superconductivity']",False,6.97,67.71,C Class
100326,Future Trends in Antarctic Ice Sheet (Vol. 7),en,https://en.wikipedia.org/wiki/Future_Trends_in_Antarctic_Ice_Sheet_(Vol._7),"An encyclopedic inquiry into single largest mass of ice on earth covering antarctica. Comprehensive survey covering definitions, historical development, and research implications.",394,4,1,False,0,"['Geography & Earth', 'Articles on Geography']","['Game Theory', 'Existentialism', 'Galapagos Islands', 'Ancient Alexandria', 'Mariana Trench', 'Artificial Intelligence', 'Mount Everest', 'Photosynthesis']",True,2.54,38.4,Start Class
100327,Introduction to Silk Road,en,https://en.wikipedia.org/wiki/Introduction_to_Silk_Road,"An encyclopedic inquiry into historic network of eurasian trade routes connecting east and west. Comprehensive survey covering definitions, historical development, and research implications.",1926,9,9,False,0,"['History & Civilizations', 'Articles on History']","['Industrial Revolution', 'Deep Learning', 'James Webb Space Telescope', 'Bauhaus Movement', 'Behavioral Economics', 'Ancient Alexandria', 'Dark Matter', 'Galapagos Islands']",False,4.67,56.74,C Class
100328,Foundations of Classical Music (Vol. 9),en,https://en.wikipedia.org/wiki/Foundations_of_Classical_Music_(Vol._9),"An encyclopedic inquiry into art music produced in the traditions of western culture. Comprehensive survey covering definitions, historical development, and research implications.",1094,7,4,True,10,"['Literature & Arts', 'Articles on Literature']","['Game Theory', 'Surrealism', 'Nile River Basin', 'Space Race']",True,3.66,69.25,C Class
100329,Regional Study on Renaissance Humanism,en,https://en.wikipedia.org/wiki/Regional_Study_on_Renaissance_Humanism,"An encyclopedic inquiry into intellectual movement originating in 14th-century italy. Comprehensive survey covering definitions, historical development, and research implications.",3353,18,59,True,23,"['History & Civilizations', 'Articles on History', 'Open Source Tech Envoy Corpus']","['Industrial Revolution', 'Plate Tectonics', 'Baroque Architecture', 'Epistemology', 'Amazon Rainforest', 'Microbiome', 'Impressionism', 'Film Noir']",False,17.6,100.0,Good / Featured Article
100330,Applications of Postmodern Literature,en,https://en.wikipedia.org/wiki/Applications_of_Postmodern_Literature,"An encyclopedic inquiry into form of literature characterized by reliance on meta-fiction. Comprehensive survey covering definitions, historical development, and research implications.",408,3,1,False,0,"['Literature & Arts', 'Articles on Literature']","['Ancient Alexandria', 'Amazon Rainforest', 'Higgs Boson', 'Classical Music']",True,2.45,36.45,Start Class
100331,Regional Study on Silk Road,en,https://en.wikipedia.org/wiki/Regional_Study_on_Silk_Road,"An encyclopedic inquiry into historic network of eurasian trade routes connecting east and west. Comprehensive survey covering definitions, historical development, and research implications.",2326,6,18,True,10,"['History & Civilizations', 'Articles on History']","['Renaissance Art', 'Public Health', 'Industrial Revolution', 'Artificial Intelligence']",False,7.74,87.74,B Class
100332,Global Impact of Renaissance Humanism,en,https://en.wikipedia.org/wiki/Global_Impact_of_Renaissance_Humanism,"An encyclopedic inquiry into intellectual movement originating in 14th-century italy. Comprehensive survey covering definitions, historical development, and research implications.",4049,18,45,True,15,"['History & Civilizations', 'Articles on History']","['Baroque Architecture', 'Existentialism', 'Homeric Epics', 'Magna Carta', 'Great Barrier Reef', 'Antarctic Ice Sheet', 'Nile River Basin', 'French Revolution']",False,11.11,96.67,Good / Featured Article
100333,Regional Study on Higgs Boson,en,https://en.wikipedia.org/wiki/Regional_Study_on_Higgs_Boson,"An encyclopedic inquiry into elementary particle in the standard model of particle physics. Comprehensive survey covering definitions, historical development, and research implications.",3036,15,56,True,17,"['Science & Technology', 'Articles on Science']","['Graphene', 'Mesopotamia', 'Galapagos Islands', 'Sociology of Knowledge', 'Ottoman Empire', 'General Relativity', 'French Revolution']",False,18.45,96.67,Good / Featured Article
100334,Principles of Harappan Civilization (Vol. 5),en,https://en.wikipedia.org/wiki/Principles_of_Harappan_Civilization_(Vol._5),"An encyclopedic inquiry into bronze age civilization in the northwestern regions of south asia. Comprehensive survey covering definitions, historical development, and research implications.",1846,6,21,True,13,"['History & Civilizations', 'Articles on History']","['Baroque Architecture', 'Mount Everest', 'Ring of Fire', 'Nile River Basin', 'Universal Declaration of Human Rights', 'Surrealism', 'Artificial Intelligence', 'Superconductivity', 'Homeric Epics']",False,11.38,91.71,B Class
100335,Philosophy of Space Race,en,https://en.wikipedia.org/wiki/Philosophy_of_Space_Race,"An encyclopedic inquiry into 20th-century competition between soviet union and united states. Comprehensive survey covering definitions, historical development, and research implications.",1256,4,11,False,0,"['History & Civilizations', 'Articles on History', 'Open Source Tech Envoy Corpus']","['Kabuki Theatre', 'Ancient Alexandria', 'Quantum Computing', 'Mount Everest', 'Epistemology', 'Harappan Civilization', 'Lake Baikal']",False,8.76,63.16,C Class
100336,Regional Study on Renaissance Humanism (Vol. 7),en,https://en.wikipedia.org/wiki/Regional_Study_on_Renaissance_Humanism_(Vol._7),"An encyclopedic inquiry into intellectual movement originating in 14th-century italy. Comprehensive survey covering definitions, historical development, and research implications.",3883,13,37,True,22,"['History & Civilizations', 'Articles on History', 'Open Source Tech Envoy Corpus']","['Graphene', 'Epistemology', 'Galapagos Islands']",False,9.53,99.3,Good / Featured Article
100337,Applications of Impressionism (Vol. 8),en,https://en.wikipedia.org/wiki/Applications_of_Impressionism_(Vol._8),"An encyclopedic inquiry into 19th-century art movement characterized by visible brush strokes. Comprehensive survey covering definitions, historical development, and research implications.",225,1,0,False,0,"['Literature & Arts', 'Articles on Literature', 'Open Source Tech Envoy Corpus']","['Existentialism', 'Photosynthesis', 'Dark Matter', 'Galapagos Islands', 'Bauhaus Movement', 'Game Theory']",True,0.0,28.38,Stub Class
100338,Contemporary Film Noir (Vol. 9),en,https://en.wikipedia.org/wiki/Contemporary_Film_Noir_(Vol._9),"An encyclopedic inquiry into cinematic term used primarily to describe stylish hollywood crime dramas. Comprehensive survey covering definitions, historical development, and research implications.",2744,13,53,True,16,"['Literature & Arts', 'Articles on Literature']","['James Webb Space Telescope', 'Higgs Boson', 'Behavioral Economics']",False,19.31,96.2,Good / Featured Article
100339,Advanced Mesopotamia,en,https://en.wikipedia.org/wiki/Advanced_Mesopotamia,"An encyclopedic inquiry into historical region of western asia situated within the tigris–euphrates. Comprehensive survey covering definitions, historical development, and research implications.",1433,4,5,True,4,"['History & Civilizations', 'Articles on History', 'Open Source Tech Envoy Corpus']","['Mariana Trench', 'Renaissance Humanism', 'Quantum Computing', 'Space Race', 'Classical Music', 'Superconductivity']",False,3.49,67.35,C Class
